"Energy with dietary fibre, equated (kJ)",Moisture (water) (g),Nitrogen (g),Ash (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose(g),Maltose (g),Lactose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Calcium (Ca) (mg),Copper (Cu) (mg),Iodine (I) (ug),Iron (Fe) (mg),Magnesium (Mg) (mg),Manganese (Mn) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Beta-carotene (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pyridoxine (B6) (mg),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3) (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Vitamin E (mg),"Total saturated fatty acids, equated (%T)","Total monounsaturated fatty acids, equated (%T)",C18:2w6 (%T),C18:3w3 (%T),C20:5w3 (%T),C22:5w3 (%T),C22:6w3 (%T),"Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated (%T)","Total trans fatty acids, imputed (%T)",C16 (g),"Total saturated fatty acids, equated (g)",C18:1 (g),"Total monounsaturated fatty acids, equated (g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),C22:5w3 (mg),C22:6w3 (mg),"Total polyunsaturated fatty acids, equated (g)","Total long chain omega 3 fatty acids, equated (mg)","Total trans fatty acids, imputed (mg)",Caffeine (mg),Cholesterol (mg),Tryptophan (mg/gN),Tryptophan (mg)
590,62.6,0.72,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,24.7,14,0.232,1.4,0.92,41,1.034,80,145,7.1,10,0.51,0,0,0,0,0.056,0.007,2.46,0.93,3.67,0.07,0.0,7,0,7,7,0,0.0,0,0.0,0,0.0,0.3,0.28,,,,,,,,,,,0.19,0.21,0.14,0.15,0.54,0.03,0.0,0.0,0.0,0.57,0.0,0.0,0,0,,55
678,68.8,3.24,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.175,0.0,2.08,20,0.0,209,268,0.8,59,2.75,12,0,0,12,0.147,0.236,7.76,3.02,10.78,0.74,2.8,16,0,16,16,0,0.0,0,0.6,0,2.82,0.2,0.24,,,,,,,,,,,1.69,3.73,3.1,3.3,0.36,0.25,49.84,63.68,16.81,0.85,130.332,567.28,0,76,,178
603,67.5,4.58,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.093,0.8,0.97,27,0.011,249,407,23.1,54,2.5,0,0,0,0,1.112,0.05,7.24,5.68,12.93,0.55,0.5,42,0,42,42,0,0.4,0,0.0,0,0.45,0.0,0.0,,,,,,,,,,,0.65,1.05,1.12,1.25,0.39,0.02,0.61,15.22,9.13,0.57,24.962,12.44,0,58,,334
512,72.8,3.44,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.115,1.2,2.15,26,0.008,225,325,20.0,66,3.75,9,0,0,9,0.13,0.21,4.45,3.2,7.65,0.1,0.8,17,0,17,17,0,0.0,0,0.6,0,3.0,0.4,0.4,,,,,,,,,,,0.66,1.28,1.6,1.72,0.22,0.04,17.84,33.9,9.19,0.45,60.93,157.82,0,70,,188
1974,5.0,0.68,0.4,0.0,2.3,2.7,28.0,0.1,0.4,33.5,32.5,32.6,30.6,27,0.09,0.0,0.9,14,0.52,66,85,11.1,260,0.45,0,14,14,2,0.02,0.0,1.6,0.59,2.19,0.04,0.1,28,0,28,28,0,0.0,0,0.0,0,0.0,3.9,3.9,52.6,36.5,9.1,0.4,0.0,0.0,0.0,9.5,0.0,1.3,9.26,11.24,7.74,7.8,1.94,0.08,0.0,0.0,0.0,2.03,0.0,277.88,0,24,54.0,34
1078,20.9,0.2,2.3,0.0,34.0,16.0,9.4,0.0,0.0,59.4,0.0,0.0,0.4,22,0.15,2.4,0.71,24,0.22,49,640,0.0,260,0.07,0,76,76,13,0.0,0.03,0.0,0.16,0.16,0.11,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,47.0,9
2478,25.4,1.94,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,2.2,1.3,9,0.0,87,160,0.0,25,0.94,40,13,13,42,0.0,0.05,2.0,1.66,3.66,0.3,2.9,10,0,10,10,0,1.0,0,0.0,0,1.0,0.7,0.7,43.88,48.56,1.6,0.5,0.0,0.0,0.0,2.39,0.036,5.2,14.69,25.68,24.29,28.42,0.96,0.31,20.77,0.0,0.0,1.4,20.772,3021.09,0,60,51.0,98
2042,39.2,1.53,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.07,0.8,0.9,9,0.0,110,160,0.0,47,0.9,50,0,0,50,0.28,0.14,2.4,1.9,4.3,0.3,0.4,4,0,4,4,0,5.5,0,0.0,0,5.5,0.3,0.29,40.3,46.7,10.8,0.9,0.0,0.0,0.2,12.7,0.2,0.5,12.2,19.51,20.72,22.61,5.23,0.44,0.0,0.0,96.82,6.15,96.825,242.06,0,92,73.0,112
976,62.8,2.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.093,0.9,1.72,24,0.012,190,291,7.7,54,2.36,14,0,0,14,0.093,0.217,5.71,2.77,8.49,0.12,1.1,14,0,14,14,0,0.2,0,0.5,0,2.48,0.6,0.64,,,,,,,,,,,3.36,7.56,6.32,6.73,0.51,0.27,24.73,70.66,8.21,1.03,103.606,1407.8,0,66,,163
202,85.0,0.05,0.2,0.0,6.0,2.6,1.8,0.0,0.0,10.4,0.0,0.0,0.1,4,0.024,0.0,0.16,4,0.024,8,99,0.0,2,0.07,0,5,10,2,0.025,0.01,0.1,0.04,0.14,0.05,0.0,59,0,59,59,5,0.0,0,0.0,0,0.0,0.8,0.76,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,2
1728,3.0,1.21,1.1,0.0,0.3,0.3,20.8,0.0,0.0,21.6,21.3,21.3,45.4,30,0.19,6.8,2.1,46,1.54,174,167,11.1,423,1.15,9,9,9,10,0.12,0.02,3.2,1.15,4.35,0.04,0.1,28,0,28,28,0,0.0,0,0.0,0,0.0,3.9,3.9,11.5,61.0,16.2,5.7,0.8,0.2,0.0,23.15,0.95,1.2,0.77,1.28,6.44,6.78,1.8,0.63,88.92,16.67,0.0,2.57,105.592,130.04,0,18,54.0,68
184,87.6,0.2,1.1,0.0,2.8,3.0,2.9,0.0,0.0,8.7,0.0,0.0,0.0,10,0.12,1.8,0.66,12,0.2,21,210,0.0,220,0.18,0,0,0,0,0.0,0.0,1.7,0.12,1.82,0.0,0.0,10,0,10,10,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37.0,7
478,73.8,3.73,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.04,0.8,0.41,25,0.005,220,370,25.0,52,1.6,0,0,0,0,0.73,0.13,8.8,4.63,13.43,0.12,0.5,36,0,36,36,0,0.4,0,0.0,0,0.4,0.2,0.17,37.5,45.7,12.2,0.8,0.0,0.3,0.2,16.2,0.5,0.4,0.47,0.75,0.84,0.91,0.24,0.02,0.0,6.01,4.0,0.32,10.01,8.01,0,46,73.0,272
1603,5.5,0.77,2.5,0.0,0.0,0.0,41.2,1.3,0.0,42.5,42.3,42.3,31.0,61,0.052,0.0,0.78,13,0.41,430,81,7.0,670,0.3,0,21,21,4,0.09,0.0,1.0,0.85,1.85,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.8,0.87,54.8,34.9,9.2,0.7,0.0,0.0,0.0,10.3,0.0,1.5,3.21,4.3,2.71,2.74,0.72,0.05,0.0,0.0,0.0,0.81,0.0,117.59,0,1,65.0,50
280,78.2,0.16,1.1,0.0,2.5,1.3,0.1,0.0,0.0,3.9,0.0,0.0,10.4,16,0.0,0.0,0.0,27,0.0,18,364,0.0,45,0.0,0,65,80,13,0.0,0.0,0.58,0.22,0.8,0.06,0.0,29,0,29,29,30,0.0,0,0.0,0,0.0,0.8,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,80.0,13
437,69.7,0.21,2.5,0.0,4.3,4.4,15.0,0.0,0.0,23.7,21.5,21.5,0.4,13,0.07,4.6,0.65,14,0.116,27,292,0.0,870,0.15,0,240,240,40,0.03,0.0,0.0,0.1,0.1,0.0,0.0,16,0,16,16,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29.0,6
939,47.1,2.05,2.7,0.0,1.0,1.0,0.7,0.0,0.0,2.7,0.8,0.8,20.4,140,,14.4,1.1,17,,240,140,11.4,632,1.7,15,19,19,18,0.285,0.105,0.68,2.04,2.72,0.04,0.3,27,0,27,27,1,0.0,0,0.0,0,0.0,0.4,0.35,51.66,31.24,12.4,1.7,0.0,0.0,0.0,14.26,0.0,2.6,2.06,3.94,2.11,2.38,0.94,0.13,0.0,0.0,0.0,1.09,0.0,198.14,0,18,58.0,120
710,70.0,3.65,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.057,1.3,1.25,22,0.0,188,338,8.9,42,2.78,4,10,10,6,0.027,0.103,2.89,3.14,6.03,0.17,0.8,20,0,20,20,1,0.4,0,0.6,0,3.5,0.9,0.88,,,,,,,,,,,2.02,3.54,3.34,3.89,0.22,0.04,16.3,28.97,3.87,0.41,49.143,406.73,0,38,,184
1452,14.0,1.33,1.4,0.0,,,,,,1.1,0.0,0.0,68.0,7,0.3,20.4,0.8,119,4.7,314,230,14.0,2,1.7,0,0,0,0,0.37,0.01,5.8,1.69,7.49,0.2,0.0,37,0,37,37,0,0.0,0,0.0,0,0.0,1.3,1.31,19.48,38.68,40.4,1.5,0.0,0.0,0.0,41.9,0.0,0.0,0.42,0.51,1.0,1.02,1.06,0.04,0.0,0.0,0.0,1.1,0.0,0.0,0,0,78.0,100
1961,38.4,2.61,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.076,0.8,1.45,22,0.011,100,345,22.8,54,1.55,19,0,0,19,0.64,0.25,2.3,3.24,5.54,0.22,1.0,7,0,7,7,0,6.0,0,0.0,0,6.0,0.4,0.43,37.7,47.7,11.8,0.9,0.0,0.1,0.1,13.9,0.2,0.5,10.41,16.35,19.04,20.68,5.12,0.39,0.0,43.36,43.36,6.03,86.723,216.81,0,65,73.0,190
2251,30.4,2.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.67,8,0.0,82,110,0.0,28,1.0,42,0,0,42,0.0,0.0,7.0,2.41,9.41,0.1,3.0,4,0,4,4,0,1.6,0,0.0,0,1.6,0.8,0.8,48.57,39.18,2.2,1.8,0.0,0.3,0.0,4.52,0.287,7.8,10.72,24.72,18.36,19.94,1.12,0.9,0.0,146.05,0.0,2.3,146.055,3947.55,0,74,55.0,142
546,72.3,3.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.114,1.2,2.06,25,0.0,223,360,7.6,49,3.95,2,10,10,4,0.028,0.107,2.95,2.75,5.71,0.2,1.4,20,0,20,20,1,0.3,0,0.7,0,3.67,0.9,0.89,,,,,,,,,,,1.22,2.16,2.03,2.38,0.18,0.06,24.83,41.28,4.18,0.42,70.295,234.12,0,62,,162
225,84.2,0.5,1.8,0.0,0.4,0.5,0.0,,,0.9,0.0,0.0,3.5,210,0.03,6.6,3.6,34,1.1,47,380,0.1,28,0.8,0,6290,6365,1061,0.15,0.13,0.8,0.82,1.62,0.13,0.0,114,0,114,114,26,0.0,0,0.0,0,0.0,0.9,0.9,29.1,4.2,16.6,42.3,0.0,0.0,0.0,59.7,0.0,0.0,0.18,0.26,0.01,0.04,0.15,0.37,0.0,0.0,0.0,0.52,0.0,0.0,0,0,97.0,48
1202,31.8,1.21,1.2,0.0,,,,,,16.9,6.4,6.4,32.5,45,0.203,50.1,2.36,30,0.485,122,183,9.0,282,0.79,0,0,0,0,0.689,0.04,1.28,1.62,2.9,0.08,0.0,11,164,175,285,0,0.0,0,0.0,0,0.0,0.3,0.31,29.8,45.3,20.9,3.6,0.0,0.0,0.0,24.5,0.0,1.1,0.96,1.67,2.41,2.54,1.17,0.2,0.0,0.0,0.0,1.38,0.0,61.74,0,2,72.0,95
2629,26.1,1.41,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.036,0.8,0.27,8,0.003,130,145,20.1,40,0.44,2,0,0,2,0.72,0.15,10.0,1.75,11.75,0.17,0.4,8,0,8,8,0,6.0,0,0.0,0,6.0,0.4,0.35,39.5,45.0,12.8,0.9,0.0,0.1,0.1,14.7,0.2,0.5,15.39,25.22,26.69,28.73,8.17,0.57,0.0,63.85,63.85,9.39,127.702,319.26,0,33,73.0,103
266,80.8,0.3,0.5,0.0,,,,,,9.4,0.0,0.0,0.0,62,,0.3,0.86,20,,19,186,0.0,10,0.17,0,0,174,29,0.037,0.09,0.43,0.55,0.98,0.04,0.0,17,0,17,17,44,0.0,0,0.0,0,0.0,0.2,0.15,33.5,19.9,18.2,26.2,0.0,0.0,0.0,46.2,0.0,0.0,0.13,0.23,0.12,0.14,0.12,0.18,0.0,0.0,0.0,0.32,0.0,0.0,0,0,108.0,32
309,80.7,0.64,0.7,0.0,0.4,1.6,6.4,0.0,0.0,8.4,7.8,7.8,4.2,120,0.082,2.3,0.59,7,0.087,130,55,0.0,55,0.15,0,0,0,0,0.0,0.0,0.0,0.84,0.84,0.0,0.0,75,0,75,75,0,0.0,0,0.0,0,0.0,0.0,0.05,14.3,44.7,31.8,9.2,0.0,0.0,0.0,41.0,0.0,0.0,0.06,0.1,0.32,0.33,0.23,0.07,0.0,0.0,0.0,0.3,0.0,0.0,0,0,77.0,49
254,83.9,0.08,0.2,0.0,4.8,4.6,4.2,0.0,0.0,13.6,6.3,6.3,0.2,9,0.0,0.0,0.4,6,0.0,9,72,0.0,6,0.1,0,130,130,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
663,63.7,4.29,1.1,0.0,,,,,,0.0,0.0,0.0,0.0,9,0.16,1.2,2.3,26,0.0,240,330,23.0,63,2.9,8,0,0,8,0.17,0.3,6.5,3.99,10.49,0.07,0.8,17,0,17,17,0,0.0,0,0.3,0,1.5,0.5,0.49,52.3,43.7,2.1,1.1,0.2,0.2,0.0,4.0,0.4,7.0,1.28,2.68,2.15,2.24,0.11,0.06,10.26,10.26,0.0,0.2,20.518,357.28,0,81,55.0,235
632,59.2,0.19,0.9,0.0,0.2,0.2,0.9,0.0,0.0,1.3,0.0,0.0,31.4,20,,0.0,0.82,11,,26,261,0.7,2,2.4,0,368,394,66,0.138,0.019,0.58,0.24,0.89,0.08,0.0,19,0,19,19,28,0.0,0,0.0,0,0.0,0.2,0.19,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,14
1389,9.9,0.96,5.6,0.0,,,,,,2.4,0.0,0.0,29.2,632,,50.7,11.83,259,,104,1020,7.2,277,2.32,0,45,45,8,0.216,0.22,1.56,0.51,2.07,0.39,0.0,25,0,25,25,0,0.0,0,0.0,0,0.0,8.8,8.82,44.15,15.56,29.7,6.5,0.1,2.0,0.0,40.45,2.145,0.0,,5.49,,1.93,3.69,0.81,11.06,255.52,0.0,5.03,266.581,0.0,0,0,31.0,30
94,93.4,0.5,0.4,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.6,10,0.06,0.0,0.4,14,0.09,30,150,0.0,1,0.6,0,16,21,4,0.03,0.11,0.5,0.66,1.16,0.04,0.0,21,0,21,21,12,0.0,0,0.0,0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,78.0,39
533,72.8,0.8,1.0,0.0,0.0,0.0,11.0,0.0,4.7,15.7,10.9,10.9,2.0,120,0.058,13.0,0.53,16,0.062,120,230,1.2,59,0.48,5,15,15,8,0.0,0.22,0.0,1.05,1.05,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.1,0.06,66.9,27.42,2.0,0.5,0.0,0.1,0.0,2.67,0.138,3.5,0.98,2.34,,0.96,0.07,0.02,0.0,4.81,0.0,0.09,4.808,122.38,2,10,77.0,62
870,53.6,1.94,1.8,0.0,0.3,0.5,0.0,0.6,0.0,1.3,0.2,0.2,16.7,64,0.113,11.4,1.57,17,0.382,120,220,19.6,439,1.87,70,10,10,72,0.3,0.095,1.82,1.51,3.33,0.12,0.4,20,62,82,124,2,0.2,0,0.2,0,1.16,0.0,0.0,42.37,42.14,11.7,0.9,0.0,0.1,0.0,12.69,0.1,2.8,2.08,3.7,3.33,3.68,1.02,0.08,0.0,8.74,0.0,1.11,8.738,246.23,0,26,46.0,89
1782,8.1,2.85,7.6,0.0,,,,,,2.2,0.0,0.0,31.5,931,,13.6,66.36,366,,499,1788,5.2,168,4.8,0,762,762,127,0.628,0.327,4.58,4.36,8.94,0.44,0.0,10,0,10,10,8,0.0,0,0.0,0,0.0,3.3,3.33,8.14,74.47,16.4,0.9,0.0,0.0,0.0,17.39,0.0,0.0,,1.73,,15.85,3.5,0.2,0.0,0.0,0.0,3.7,0.0,0.0,0,0,90.0,257
1735,13.3,1.14,1.3,0.0,0.2,0.4,35.0,0.0,0.7,36.3,35.9,35.9,9.3,39,,7.7,1.57,31,,133,217,6.6,130,0.49,12,0,0,12,0.097,0.06,0.16,0.89,1.04,0.06,0.3,22,0,22,22,0,0.0,0,0.0,0,0.0,0.8,0.84,58.8,30.3,7.9,1.9,0.0,0.0,0.0,9.8,0.0,0.7,4.88,12.98,6.6,6.69,1.74,0.42,0.0,0.0,0.0,2.16,0.0,154.58,4,24,46.0,52
1450,49.0,2.58,1.5,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,115,0.1,130.0,4.8,7,0.09,402,97,60.0,47,2.7,431,0,0,431,0.19,0.42,0.0,4.12,4.12,0.34,3.8,180,0,180,180,0,4.0,0,2.6,0,17.0,8.0,8.16,36.6,51.1,9.6,0.3,0.0,0.1,0.8,12.5,0.9,0.1,6.89,9.63,12.71,13.44,2.52,0.08,0.0,26.31,210.49,3.29,236.799,36.84,0,1250,94.0,242
981,62.2,3.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.113,0.9,2.43,24,0.014,277,286,15.0,54,2.84,15,0,0,15,0.12,0.213,5.38,2.92,8.3,0.12,1.7,14,0,14,14,0,0.2,0,0.4,0,2.43,0.6,0.57,,,,,,,,,,,3.29,7.43,6.16,6.57,0.52,0.28,14.6,62.64,7.52,1.03,84.768,1450.55,0,64,,172
209,89.2,0.0,0.0,3.9,1.6,1.7,2.3,0.0,0.0,5.6,0.0,5.6,0.0,3,0.006,0.0,0.02,2,0.013,12,56,0.0,3,0.01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,0,0,2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,0
568,75.0,2.03,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,46,0.048,116.3,1.63,12,0.034,184,122,38.8,122,1.22,61,0,0,61,0.087,0.514,0.0,3.46,3.46,0.0,0.4,122,0,122,122,0,1.3,0,0.8,0,5.42,12.8,12.86,,,,,,,,,,,1.76,2.5,3.44,3.66,0.98,0.3,5.84,15.58,175.32,1.6,196.744,15.58,0,347,,204
1583,24.2,1.06,1.3,0.0,0.1,0.0,12.7,0.0,0.9,13.7,13.6,13.6,30.2,60,0.16,2.4,0.95,20,0.5,190,120,5.0,487,0.5,5,0,0,5,0.14,0.11,1.5,1.26,2.76,0.04,0.1,21,0,21,21,0,0.0,0,0.0,0,0.0,0.3,0.27,46.61,38.57,12.0,1.3,0.0,0.0,0.0,13.46,0.0,1.2,7.14,8.7,7.05,7.2,2.25,0.25,0.0,0.0,0.0,2.51,0.0,218.48,0,34,70.0,74
2188,2.6,0.94,1.2,0.0,1.0,1.2,36.6,0.0,3.4,42.0,36.4,36.4,18.6,135,0.2,0.0,1.75,28,0.43,144,234,11.1,117,0.85,18,17,17,21,0.05,0.16,0.7,0.94,1.64,0.04,0.0,14,0,14,14,0,0.0,0,0.0,0,0.0,3.9,3.9,55.06,35.72,7.6,0.3,0.0,0.0,0.0,7.88,0.0,1.0,10.35,15.39,9.84,9.98,2.12,0.08,0.0,0.0,0.0,2.2,0.0,276.76,8,14,55.0,55
46,95.5,0.18,0.4,0.0,0.3,0.6,0.0,0.0,0.0,0.9,0.0,0.0,0.0,25,,3.4,0.3,8,,35,221,0.0,6,0.2,0,188,188,31,0.025,0.038,0.35,0.12,0.54,0.08,0.0,106,0,106,106,11,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,7
745,68.3,2.95,1.4,0.0,,,,,,0.0,0.0,0.0,0.0,20,,21.6,0.5,20,,216,272,6.5,51,1.62,1043,0,0,1043,0.15,0.04,3.5,3.52,7.02,0.07,3.0,15,0,15,15,2,1.6,0,0.1,0,2.1,4.0,4.0,22.47,68.51,1.9,4.1,0.8,0.7,0.6,9.02,2.11,0.0,,2.36,,7.19,0.2,0.43,83.95,74.51,62.96,0.95,221.423,0.0,0,126,70.0,207
908,58.6,4.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.148,1.0,2.4,24,0.007,258,267,26.2,57,4.48,12,0,0,12,0.126,0.288,5.56,4.1,9.66,0.06,2.3,15,0,15,15,0,0.2,0,0.3,0,1.51,0.3,0.32,,,,,,,,,,,2.32,4.96,4.21,4.59,0.44,0.2,31.94,63.49,16.66,0.91,112.091,692.41,0,81,,241
1172,54.7,4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.08,1.0,1.33,24,0.009,184,301,0.0,59,4.19,14,0,0,14,0.08,0.255,5.72,3.82,9.54,0.24,2.8,14,0,14,14,0,0.3,0,0.2,0,1.52,0.3,0.32,,,,,,,,,,,3.77,8.44,7.02,7.59,0.58,0.35,33.87,92.9,19.06,1.24,145.832,1381.02,0,80,,224
707,58.8,5.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.1,1.7,2.2,26,0.0,270,350,15.0,49,7.8,0,12,12,2,0.03,0.0,1.0,4.39,5.39,0.14,1.4,25,0,25,25,0,0.2,0,0.1,0,0.7,0.7,0.7,35.72,49.42,5.1,0.8,0.7,1.6,0.2,11.86,2.486,3.0,0.83,1.46,1.74,2.02,0.21,0.03,29.33,63.65,8.58,0.48,101.562,122.89,0,70,51.0,258
483,72.6,3.1,3.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,4.2,8,0.036,4.4,0.39,22,0.037,300,350,12.5,760,0.46,10,0,0,10,0.015,0.065,6.7,3.9,10.6,0.12,0.2,57,0,57,57,0,0.0,0,0.8,0,3.9,0.0,0.0,32.75,49.15,14.4,1.1,0.1,0.2,0.2,17.55,0.45,0.6,0.28,0.39,0.51,0.58,0.17,0.01,1.18,2.36,1.77,0.21,5.316,7.09,0,82,72.0,229
1552,1.7,0.03,0.9,0.0,1.0,1.1,94.7,0.0,0.0,96.8,96.8,96.8,0.0,150,0.12,0.0,1.2,21,0.05,0,300,0.0,21,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
170,89.4,0.54,2.1,0.0,0.4,0.8,0.0,,,1.2,0.0,0.0,1.3,170,0.03,6.6,1.9,31,0.6,55,370,0.1,42,0.9,0,6170,6240,1040,0.17,0.54,1.4,0.23,1.63,0.18,0.0,150,0,150,150,66,0.0,0,0.0,0,0.0,0.0,0.0,6.27,83.8,8.6,1.4,0.0,0.0,0.0,9.93,0.0,0.0,,0.06,,0.8,0.08,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0,0,25.0,14
195,85.9,0.22,0.5,0.0,3.9,4.2,0.0,0.0,0.0,8.1,0.0,0.0,0.0,38,,0.0,0.3,9,,14,180,0.2,3,0.3,0,80,150,25,0.02,0.03,0.4,0.19,0.59,0.11,0.0,6,0,6,6,3,0.0,0,0.0,0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50.0,11
293,78.7,0.3,0.7,0.0,1.2,1.7,2.7,0.0,0.0,5.6,0.0,0.0,8.5,27,,0.0,0.5,14,,33,250,0.0,10,0.5,0,6600,6775,1129,0.03,0.05,1.0,0.53,1.53,0.22,0.0,3,0,3,3,31,0.0,0,0.0,0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,103.0,31
335,77.6,0.07,0.2,0.0,8.8,8.6,1.3,0.0,0.0,18.7,17.2,17.2,0.1,14,0.0,0.0,1.27,6,0.176,13,93,0.4,8,0.04,0,5,5,1,0.0,0.0,0.0,0.08,0.08,0.01,0.0,17,0,17,17,12,0.0,0,0.0,0,0.0,0.1,0.09,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,5
